source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,atmospheric_data,bacteria_carb_prod,bacteria_carb_prod_method,bac_prod,bac_prod_method,bac_resp,bac_resp_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_hydrogen,diss_hydrogen_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,light_intensity,light_intensity_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,org_carb,org_carb_method,org_matter,org_matter_method,org_nitro,org_nitro_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,perturbation,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,redox_potential,redox_potential_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,tot_carb,tot_carb_method,tot_diss_nitro,tot_inorg_nitro,tot_nitro,tot_nitro_method,tot_part_carb,tot_part_carb_method,tot_phosp,tot_phosp_method,turbidity,water_current,water_current_method,misc_param,misc_param_method
EMOBON 210701 330 WaSOP2 20µm R1,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.009,CTD,1.024040,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP2 20µm R2,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.010,CTD,1.024041,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP2 20µm R3,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.011,CTD,1.024042,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP2 20µm R4,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.012,CTD,1.024043,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP2 20µm Blank,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.013,CTD,1.024044,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP3 200µm R1,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.014,CTD,1.024045,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP3 200µm R2,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.015,CTD,1.024046,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP3 200µm R3,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.016,CTD,1.024047,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP3 200µm R4,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.017,CTD,1.024048,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210701 330 WaSOP3 200µm Blank,to be analysed,HPLC,16.848,CTD,16.817,CTD,33.088,CTD,32.979,CTD,,,,,,,,,,,,,,,42401.018,CTD,1.024049,CTD,,,,,,,,,,,,,,,7.49,CTD,,,3.03,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,2",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,0.99965457685,CTD,,,,,-0.53,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 3µm R1,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,44968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 3µm R2,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 3µm R3,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 3µm R4,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 3µm Blank,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 0.2µm R1,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 0.2µm R2,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 0.2µm R3,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 0.2µm R4,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP1 0.2µm Blank,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP2 20µm R1,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP2 20µm R2,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP2 20µm R3,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP2 20µm R4,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP2 20µm Blank,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP3 200µm R1,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP3 200µm R2,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP3 200µm R3,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP3 200µm R4,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 210825 330 WaSOP3 200µm Blank,7.009,HPLC,18.919,CTD,18.919,CTD,33.348,CTD,33.45,CTD,,,,,,,,,,,,,,,444968.308,CTD,1.023729,CTD,,,,,,,,,,,,,,,7.19,CTD,,,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,to be analysed,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01100419442,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 3 R1,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 3 R2,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 3 R3,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 3 R4,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
